contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
SD_QD_contig_22694352	22613	NA	174821	12.93494489	high	1.232167665	2	GCA_001881955.1	90.38	100	10.24116055	15.54482536	4	1
SD_QD_contig_24064060	22610	NA	154026.1654	14.67932408	low	14.16952127	3	DTR_233849	55.31	9.34	42.91	49.67	1	1
JS_LYG_contig_14622550||full	22605	NA	38564.09211	58.61670471	medium	6.90348421	9	DTR_129765	49.27	50.52	39.31053087	68.62538928	10	1
GX_BH_contig_14443355	22581	NA	87575.77622	25.78452738	medium	6.513645105	5	GCA_004007195.1	48.05	38.3	19.8839955	63.61148127	6	1
LN_DD_contig_8799486	22581	NA	130565.1408	17.29481535	low	16.73083269	3	DTR_648744	30.7	15.37	12.34159474	41.1794447	3	1
SD_DY_contig_10103586	22565	NA	281273.7565	8.022433475	medium	8.852475396	21	DTR_357619	57.41	17.2	11.55602239	47.23323439	3	1
ZJ_NB_contig_8277957	22547	NA	9090	100	low	16.08865138	1	DTR_072401	50.23	11.41	100	100	1	1.01
SD_QD_contig_18127407	22514	NA	240595.9085	9.357598864	low	13.64999406	3	DTR_202747	41.48	17.35	NA	NA	0	1
SD_DY_contig_13374764	22513	NA	164149.5086	13.71493597	low	16.73083269	42	DTR_312928	31.42	13.11	10.86427313	29.24790571	4	1
ZJ_WZ_contig_9711078	22511	NA	86130.53202	26.13591194	low	17.62152176	8	DTR_281758	45.94	10.14	26.79873786	64.63089002	9	1.04
ZJ_NB_contig_22012659	22499	NA	61736.17892	36.44378449	medium	7.578690058	17	GCA_902989645.1	49.95	28.28	25.92603068	66.60710306	6	1.01
ZJ_WZ_contig_19134078||full	22481	NA	62295.42855	36.08772028	low	13.64999406	2	783403	37.64	16.71	35.68762086	61.92044865	5	1
JS_LYG_contig_4587923	22473	NA	49752.78112	45.16933425	medium	8.340989314	3	DTR_203116	44.92	32.43	29.17826261	60.99886273	7	1
GX_BH_contig_15114677	22468	NA	822482.529	2.731729758	low	10.81740148	13	DTR_200404	49.74	15.16	13.99	44.87	1	1
HN_SY_contig_24368442	22455	NA	138141.8361	16.25503225	low	14.35300741	350	GCA_002625545.1	35.98	17.2	12.0936931	37.93211564	5	1
SD_QD_contig_19042548	22443	NA	59632.56737	37.63547503	medium	7.423183582	59	DTR_104700	40.25	37.16	31.2266231	58.50349995	7	1
SD_QD_contig_23289719||full	22436	NA	73949.82068	30.3394921	medium	6.326372556	46	DTR_629053	40.64	55.14	26.17538647	44.43874671	11	1
JS_LYG_contig_18346665||full	22418	NA	190724.6596	11.75411719	medium	5.372030912	2	DTR_249367	27.91	48.19	NA	NA	0	1
JS_LYG_contig_9820490||full	22403	NA	47682.01577	46.98417136	low	12.58938245	16	DTR_151954	43.22	15.94	28.42679733	57.46572579	9	1
JS_YC_contig_13605601||full	22401	NA	97367.75193	23.00659053	low	25.01689934	9	DTR_618932	47.4	6.42	NA	NA	0	1
LN_DD_contig_5931461	22401	NA	116250.5389	19.2695881	medium	7.510837786	14	DTR_698083	50.77	55.34	11.83151341	35.07136973	2	1
JS_LYG_contig_24742269||full	22400	NA	1176444.196	1.904042715	medium	8.340989314	15	GCA_002966425.1	44.02	31.09	3.28376375	13.82382389	6	1
ZJ_NB_contig_21891108||full	22399	NA	112321.1237	19.94193011	medium	6.825556852	5	DTR_891244	46.38	49.68	8.204425406	16.52233929	7	1
JS_YC_contig_1411623||0_partial	22374	NA	124424.4229	17.98200023	low	27.44131295	14	DTR_142188	24.81	11.22	12.941	30.15166667	2	1
ZJ_WZ_contig_14620369	22369	NA	95108.6734	23.51941122	medium	8.190459471	6	DTR_039224	39.43	29.86	26.1204781	75.85084407	4	1
ZJ_WZ_contig_10319960	22360	NA	191115.558	11.69972776	high	2.256112495	14	GCA_001399285.1	60.76	79.59	10.06620381	14.64542472	18	1
JS_LYG_contig_16508107	22357	NA	98232.11727	22.75935877	medium	5.658152937	52	GCA_902987695.1	55.15	36	23.22567887	62.51312677	5	1
GD_ST_contig_10714858	22346	NA	49787.81463	44.88246806	medium	7.58967794	77	694698	36.97	41.12	18.04855431	56.93982803	3	1
SD_DY_contig_19180740	22339	NA	51706.46523	43.20349477	low	17.62152176	363	DTR_288150	43.52	8.74	32.653121	66.42336117	5	1
ZJ_NB_contig_22529428	22330	NA	71915.19638	31.05046099	low	28.63744559	24	DTR_226673	29.4	5.94	17.93125594	64.2769527	3	1
ZJ_WZ_contig_13009584	22326	NA	571984.9954	3.903249242	medium	5.095907482	2	3300031521|Ga0311364_10000001	36.31	53.79	7.78051167	28.53136805	4	1
JS_LYG_contig_2860686	22321	NA	51318.71789	43.49485123	medium	8.190459471	4	DTR_248222	41.66	31.92	27.41745133	67.08612148	4	1
HN_SY_contig_2275230||full	22314	NA	62334.38959	35.79725437	low	27.44131295	12	DTR_248087	22.9	11.25	NA	NA	0	1
LN_DD_contig_24174303	22309	NA	98724.30949	22.59727124	high	2.584711334	6	DTR_890923	81.41	59.06	12.62410929	34.36437158	2	1
JS_YC_contig_25362421	22307	NA	47801.04472	46.66634408	low	10.81740148	198	DTR_254775	50.67	14.95	18.53703517	63.76248258	3	1
GD_ZH_contig_2637434	22306	NA	71689.80104	31.11460721	low	23.48414693	65	GCA_023604165.1	48.4	4.99	23.1251533	49.81424528	2	1
ZJ_WZ_contig_1694022	22296	NA	120169.0696	18.55385922	high	2.06990652	30	DTR_269462	60.48	82.94	12.73	24.52	1	1
ZJ_WZ_contig_5254	22296	NA	107888.3663	20.66580557	high	1.232167665	5	DTR_631459	91.46	98.9	19.42827386	71.444526	6	1
SD_QD_contig_21816691	22287	NA	87938	25.34399236	medium	7.389383138	1	DTR_201405	44.09	56.32	28.89150446	56.44866048	5	1
JS_LYG_contig_22148098	22284	NA	42784.3112	52.0845127	low	16.73083269	33	DTR_284154	29.75	15.86	31.08814138	72.10685292	15	1
GD_ST_contig_7193685||full	22277	NA	51641.73499	43.13759017	medium	9.520956138	23	DTR_200613	43.14	20.56	26.95698625	63.57342176	6	1
ZJ_WZ_contig_11841589	22271	NA	117859.0373	18.89630232	medium	6.840530036	17	DTR_314445	55.99	53.51	12.04610598	44.8678281	4	1
ZJ_NB_contig_2702878	22266	NA	9068.100237	100	low	16.08865138	8	DTR_130533	50.9	12.08	100	100	1	1.01
GX_BH_contig_18749680||full	22246	NA	135711.8763	16.39208049	low	27.44131295	4	DTR_248087	26.2	9.02	NA	NA	0	1
LN_DD_contig_15146301||full_1	22245	NA	515449.8791	4.315647535	medium	7.389383138	2	3300020704|Ga0214250_1000002	46.22	54.09	2.429458488	13.38181972	7	1
ZJ_WZ_contig_18240344	22239	NA	41441.50052	53.66359741	medium	7.299546969	30	DTR_264496	31.67	31.49	35.8336523	61.23006627	4	1
HN_SY_contig_32314799	22237	NA	69650.67472	31.92646746	low	27.442762	517	DTR_354615	34.4	5.76	19.6841477	63.44914886	5	1
SD_DY_contig_18429314	22214	NA	509764.7263	4.357696572	low	11.44290415	3	3300015615|Ga0183872_11122578	39.34	19.18	46.02080589	64.248699	3	1
ZJ_WZ_contig_17887881	22206	NA	45648.21242	48.64593557	low	11.44290415	32	DTR_893769	38.31	21.85	29.9332399	64.72305543	3	1
ZJ_NB_contig_7344449||full	22201	NA	69247.56828	32.06033158	low	16.08865138	31	373182	49.94	11.16	24.92186071	62.01484518	6	1
SD_DY_contig_1721995	22198	NA	47325	46.9054411	high	2.235099338	1	DTR_319152	68.21	80.64	39.22801129	54.3058944	17	1
ZJ_NB_contig_4577637||full	22185	NA	41403.71618	53.58214684	medium	8.766359984	56	DTR_354713	37.61	26.06	26.36674194	67.52532467	6	1
SD_QD_contig_846228	22184	NA	122867.2769	18.05525487	medium	8.769981724	3	DTR_316141	52.37	18.95	17.22640437	25.19046181	8	1
HN_SY_contig_8921149	22171	NA	156881.2202	14.13234801	medium	7.601239774	12	DTR_269254	47.25	42.83	11.66	35.77	1	1
SD_QD_contig_482345	22161	NA	60970.41006	36.3471395	medium	8.496201785	59	DTR_050503	34.02	32.46	32.83626804	63.74795876	2	1
JS_YC_contig_25362790	22154	NA	229679.0967	9.645631806	low	21.17047385	20	GCA_004146945.1	23.74	14.92	8.650509356	23.17129301	3	1
FJ_XM_contig_18476160||full	22153	NA	67113.6961	33.00816567	low	19.91946961	6	2710723518|Ga0155472_155	34.6	11.93	27.49175858	63.04867339	5	1
HN_SY_contig_9867161||full	22150	NA	53985.44872	41.02957468	low	10.81740148	316	934858	49.52	16.95	35.57293619	64.64988637	9	1
HN_SY_contig_14177464	22147	NA	78341.73857	28.26973259	high	3.605010324	34	3300040801|Ga0450804_3733102	67.27	17.57	21.60474475	47.03341839	5	1
GD_ST_contig_15982840||0_partial_1	22137	NA	60282.01584	36.72239505	medium	8.766359984	66	GCA_009652935.1	42.01	26.14	26.78108045	69.03331271	15	1
ZJ_NB_contig_9937314	22121	NA	6329.910858	100	low	24.08093136	2	DTR_162126	31	8.61	100	100	1	1
GX_BH_contig_22721607||full_1	22115	NA	60814.10546	36.36491869	low	11.44290415	42	3300048591|Ga0498929_0000623	38.06	18.81	34.54116966	60.68932695	10	1
HN_SY_contig_27250700||full_1	22115	NA	185898.7958	11.8962578	medium	5.167975189	182	DTR_347039	28.71	41.43	9.308442505	16.79005233	7	1
ZJ_WZ_contig_24737466	22104	NA	86098.62367	25.67288425	high	1.232167665	4	DTR_631459	90.42	99.25	NA	NA	0	1
GD_ST_contig_17145288	22099	NA	144672	15.27524331	medium	7.001267394	1	DTR_705911	49.66	60.8	14.77715976	57.38757396	2	1
ZJ_WZ_contig_23025541	22098	NA	182371.502	12.11702473	medium	5.201846209	104	GCA_000905255.1	53.95	46.22	10.5499186	16.58776316	10	1
GD_ST_contig_4864961	22088	NA	51869.87477	42.58348434	medium	5.60693373	175	GCA_002628705.1	56.56	42.2	38.31889692	45.12824761	22	1
ZJ_NB_contig_10911057	22065	NA	NA	NA	NA	NA	0	NA	NA	NA	9.58	17.78	1	1
ZJ_WZ_contig_14699248	22057	NA	117090.2591	18.83760457	high	2.06990652	19	DTR_261653	58.56	85.46	12.35569444	24.28869048	2	1
SD_DY_contig_20546016_fragment_1	22055	NA	100954.3078	21.84651698	low	27.442762	16	DTR_202284	32.9	7.32	17.65	52.35	1	1
ZJ_WZ_contig_7448860	22055	NA	51313.71347	42.98071316	medium	6.825556852	8	GCA_002620005.1	44.51	49.56	37.58818571	51.27816146	11	1
ZJ_WZ_contig_6373777||full	22054	NA	99465.83625	22.17243712	low	21.17047385	6	DTR_265299	24.8	17.19	22.45163361	59.37986089	5	1
FJ_XM_contig_33561755	22023	NA	70276	31.33786784	high	2.919686789	1	3300007900|Ga0111031_1102211	65.36	56.3	30.59045505	53.26404871	9	1
SD_QD_contig_7102329	22023	NA	47872.63576	46.00331619	medium	7.551078726	4	DTR_329181	47.25	68.79	30.19762011	38.89825876	4	1
ZJ_WZ_contig_23987228	22018	NA	34265.60972	64.2568458	high	2.393888149	14	DTR_292834	69.23	60.24	32.30554065	55.0621192	11	1
JS_LYG_contig_13448849	22016	NA	52298	42.09721213	medium	5.947666952	1	DTR_202780	55.29	23.96	11.89	57.6	1	1
ZJ_NB_contig_9743625	22015	NA	293599.2629	7.498315827	medium	6.931601298	2	3300017722|Ga0181347_1000002	41.16	70.88	11.15	28.39	1	1
ZJ_NB_contig_4248793	21997	NA	31052.4169	70.83828634	medium	8.766359984	17	DTR_889889	38.56	26.86	29.30172712	71.1966202	8	1
SD_DY_contig_9230207	21989	NA	42427.52877	51.82719955	medium	8.852475396	47	DTR_132776	53.93	14.55	37.19298422	62.14574914	6	1
ZJ_NB_contig_7135932	21988	NA	517749.8218	4.246838738	medium	7.389383138	2	3300020704|Ga0214250_1000002	46.94	52.91	3.818821942	14.66110484	5	1
ZJ_NB_contig_3436050	21985	NA	70335.66406	31.25725802	high	2.919686789	3	DTR_066089	64.4	54.31	24.17134499	73.972399	7	1
JS_LYG_contig_18442826	21973	NA	221027.624	9.941291322	low	19.91946961	3	DTR_254589	33.96	8.94	18.22	68.07	1	1
ZJ_NB_contig_18430505||full	21964	NA	62691.8884	35.03483555	medium	9.520956138	39	DTR_280124	43.06	20.91	29.35581725	52.90929981	5	1
JS_LYG_contig_3349682||full	21950	NA	332844.7645	6.594665844	medium	8.496201785	14	67117	35.99	31	NA	NA	0	1
GD_ZH_contig_5184064	21947	NA	38775.91963	56.59956027	medium	9.520956138	28	DTR_236839	44.98	19.47	27.39936108	69.7958359	8	1
ZJ_NB_contig_5816565	21945	NA	115721.9179	18.96356403	medium	6.267178616	3	DTR_890520	38.34	64.33	10.15161049	17.22440075	2	1
SD_DY_contig_13032189||full	21944	NA	43495.69552	50.45096931	medium	8.224490706	26	DTR_180883	32.21	26.6	36.88185227	62.56869438	7	1
HN_SY_contig_11801589	21941	NA	36134	60.72120441	medium	5.947666952	1	DTR_890849	55.29	27.02	29.07819996	61.96368769	12	1
GD_ST_contig_24683264	21935	NA	44519.2038	49.27087219	medium	8.769981724	4	DTR_035500	48.15	20.17	15.1	56.66	1	1
ZJ_NB_contig_7534569||full	21927	NA	84160	26.05394487	low	31.61071952	1	3300037418|Ga0395900_0000249	27.1	6.2	9.16	59.95	1	1
ZJ_WZ_contig_11034980	21926	NA	148568.7166	14.758154	low	28.63744559	5	DTR_237028	30.49	6.98	19.62	57.45	1	1
HN_SY_contig_34233602||full	21903	NA	147742.3083	14.82513726	low	26.86721147	5	DTR_714784	39.1	2.38	11.4	28.17	1	1
HN_SY_contig_12455788||full	21902	NA	57493.72361	38.09459298	medium	9.758859998	6	DTR_110664	22.9	31.85	14.47891892	58.92029344	2	1
JS_LYG_contig_19422987	21887	NA	75671.77374	28.92359848	medium	7.010385295	3	3300023198|Ga0255983_100024	52.1	34.32	26.32809947	64.98074442	8	1
ZJ_NB_contig_6279759||full	21854	NA	41665	52.45169807	medium	8.498586837	1	DTR_144565	44.81	36.67	30.2864944	62.61313805	3	1
JS_LYG_contig_23406072	21837	NA	148606.803	14.69448205	medium	9.112036409	8	673522	33.66	24.34	14.41220765	45.94604372	2	1
FJ_XM_contig_32462972||full	21830	NA	49814.72296	43.82238563	low	16.08865138	104	DTR_210210	49.99	10.55	30.54320017	61.8326081	13	1
ZJ_WZ_contig_6903949	21821	NA	40249.26427	54.21465558	medium	8.340989314	28	DTR_144684	45.8	31.37	27.47948024	64.47343657	5	1
FJ_XM_contig_4938104	21816	NA	56444.92892	38.65006196	high	1.789258492	4	DTR_066029	80.43	85.27	27.43070364	57.319737	15	1
JS_YC_contig_5942059	21810	NA	344119.1833	6.337920423	medium	7.578690058	15	DTR_315631	51.11	29.34	8.774035079	36.86437062	3	1
SD_DY_contig_16157028	21806	NA	172834.3467	12.6167052	low	16.73083269	79	GCA_902983245.1	29.51	12.91	17.56435631	30.36363273	3	1
ZJ_WZ_contig_19648017	21802	NA	119491.6541	18.24562574	high	2.788682821	29	DTR_110462	74.92	50.2	11.9911834	31.0938584	3	1
SD_QD_contig_23644088	21778	NA	57788.43923	37.68573834	low	25.01689934	212	DTR_289146	42.8	6.71	15.16	57.26	1	1
GX_BH_contig_32447853	21771	NA	71907.36463	30.27645376	medium	6.399879645	4	3300017791|Ga0188906_1243829	52.21	42.88	25.46549192	65.43383273	3	1
SD_QD_contig_22090055	21768	NA	169180.2696	12.86674862	high	2.871840803	5	GCA_902988485.1	59.61	75.8	12.05779949	25.43282842	3	1
SD_DY_contig_22816783	21757	NA	361530.5365	6.018025533	medium	6.825556852	4	DTR_047934	43.73	51.34	10.35498024	25.94309618	2	1
ZJ_WZ_contig_4075369	21756	NA	39232.67497	55.45377677	low	26.86721147	66	DTR_892522	38.3	4.63	32.84814596	65.23621302	2	1
ZJ_NB_contig_20700504	21746	NA	1053194.279	2.064766248	low	13.36263736	20	3300020704|Ga0214250_1000002	28.36	21.84	2.826344741	6.068504233	6	1.02
JS_LYG_contig_3575960	21738	NA	78771.5693	27.59625102	low	23.48414693	28	DTR_702430	48.7	2.13	16.7382436	63.09050344	5	1
ZJ_WZ_contig_11429654	21738	NA	120263.4406	18.07531856	medium	7.031932584	2	DTR_192797	33.69	46.9	12.13	63.31	1	1
ZJ_WZ_contig_6901875	21737	NA	35062.93712	61.99423603	medium	5.095907482	93	DTR_251308	36.03	53.4	44.99403926	65.6287187	4	1
GD_ZH_contig_26594142||0_partial	21729	NA	63350.32554	34.29974482	low	27.442762	11	DTR_106621	37	5.97	NA	NA	0	1
JS_YC_contig_4210155||full_1	21728	NA	43434.63766	50.02459137	medium	7.631264103	213	DTR_187805	41.27	41.61	43.45310869	61.58633911	13	1
ZJ_WZ_contig_24711419	21712	NA	180401.473	12.03537845	medium	6.267178616	92	GCA_020474765.1	38.44	64.37	15.01429134	29.35128087	10	1
ZJ_NB_contig_1449844||full	21705	NA	77655.01859	27.95054382	low	26.86721147	187	3300022719|Ga0248485_1000019	40.7	4.69	9.220452279	21.18016899	5	1
ZJ_WZ_contig_4827855	21685	NA	166733	13.00582368	medium	7.476826122	1	DTR_889459	45.28	67.32	NA	NA	0	1
ZJ_WZ_contig_19310425	21681	NA	55934.49876	38.76140929	high	2.236914219	2	DTR_889336	72.42	75.35	38.77650469	56.27253533	9	1
HN_SY_contig_29975271	21677	NA	181320.162	11.95509631	low	16.73083269	23	GCA_020483665.1	31.1	14.94	9.439538286	22.02513912	3	1
SD_QD_contig_4940788	21677	NA	49075.96025	44.1703023	medium	8.240486558	3	DTR_578297	45.48	61.98	14.93	58.29	1	1
ZJ_NB_contig_8273958	21675	NA	120814.6535	17.94070453	high	3.507645383	33	DTR_314445	58.62	63.39	12.07112205	26.41604331	2	1
JS_LYG_contig_12742156	21670	NA	40421.12551	53.61058043	medium	8.407072626	45	DTR_223663	33.57	33.5	31.15403362	60.5442077	7	1
GX_BH_contig_20987353	21662	NA	78638.46741	27.54631507	low	12.58938245	9	GCA_001736875.1	43.91	14.39	27.15877106	74.97899794	8	1
SD_QD_contig_27992306	21659	NA	81290	26.64411367	high	2.688553862	1	3300023198|Ga0255983_100024	63.19	62.73	11.08	63.09	1	1
HN_SY_contig_10897317	21658	NA	88586.87187	24.44831784	medium	5.372030912	3	GCA_020492375.1	31.98	49.58	20.42993922	55.27480145	6	1
JS_YC_contig_21064835	21655	NA	95603.38493	22.65087164	medium	5.415541592	17	DTR_804754	32.91	79.2	11.63	22.72	1	1
JS_YC_contig_14884604	21654	NA	193820.5639	11.17218914	low	27.442762	6	DTR_201374	34.06	5.72	13.05517375	58.29262548	2	1
JS_LYG_contig_1644482	21653	NA	38616.33056	56.0721324	medium	8.496201785	39	DTR_057711	33.58	30.86	30.42931481	60.40213765	5	1
GD_ZH_contig_8119967	21625	NA	34434.31679	62.80072328	medium	6.399879645	5	DTR_047548	49.52	45.77	38.32936552	62.68142169	5	1
ZJ_WZ_contig_24929967	21625	NA	41023.84004	52.71325156	medium	6.326372556	160	DTR_270749	38.87	55.5	44.53421907	58.14088798	14	1
SD_QD_contig_1312803	21616	NA	90791.94148	23.80828039	low	16.73083269	10	DTR_287270	31.74	15.03	22.91282851	55.25587494	7	1
SD_QD_contig_14655495	21616	NA	90544.6405	23.873307	high	4.997577001	5	DTR_272697	37.09	65.13	14.97070331	65.44776071	2	1
ZJ_NB_contig_15425121	21609	NA	47307	45.67822944	medium	8.496201785	1	DTR_042787	36.06	31.69	35.25452198	60.2661651	5	1
SD_QD_contig_1141470	21605	NA	59167.11145	36.51521846	low	12.58938245	43	DTR_202309	46.39	12.58	21.44498409	49.25844271	15	1
JS_YC_contig_5139874	21600	NA	95213.11626	22.68595005	medium	7.423183582	19	GCA_903232315.1	42.26	36.69	17.51973696	29.95244052	12	1
JS_YC_contig_18675541	21597	NA	NA	NA	NA	NA	0	NA	NA	NA	2.86	6.01	1	1
JS_LYG_contig_12967406	21596	NA	70052.2673	30.82840975	medium	9.520956138	7	452902	46.51	18.87	19.34	59.96	1	1
JS_YC_contig_14504849_1	21596	NA	109429.4881	19.73508272	medium	7.276948278	44	GCA_903232315.1	46.07	76.09	17.49113097	24.37408009	13	1
ZJ_WZ_contig_26849304	21570	NA	52348.21583	41.20484272	medium	9.112036409	29	DTR_633884	36.94	23.14	23.92820423	74.46785627	7	1
HN_SY_contig_1248197||full	21560	NA	64999.09652	33.16969182	medium	8.224490706	12	DTR_358129	32.11	25.13	21.67075945	61.3714195	5	1
JS_YC_contig_5339247	21553	NA	48976.27285	44.0070237	medium	7.423183582	25	GCA_008632475.1	37.71	34.9	26.31172973	61.32137297	2	1
JS_YC_contig_3143719||full	21542	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
ZJ_NB_contig_18378282	21540	NA	54428	39.57521864	medium	8.190459471	1	DTR_160603	42.06	30.64	21.19545987	50.56118078	5	1
GD_ST_contig_11052085	21527	NA	365902.718	5.883257746	medium	8.769981724	34	DTR_196602	50.12	20.69	25.41220119	29.48876902	7	1
FJ_XM_contig_22178550	21520	NA	111755.7343	19.25628258	medium	7.476826122	123	DTR_344501	46.47	66.56	18.49315367	30.24049625	15	1
ZJ_WZ_contig_5950258	21516	NA	40387.68726	53.273662	low	17.62152176	151	DTR_050523	43.02	9.98	27.12210455	56.83427932	5	1
HN_SY_contig_7519521||full	21511	NA	142446.8552	15.10107048	low	12.58938245	19	373282	46.8	15.49	NA	NA	0	1
ZJ_NB_contig_8201339||full	21498	NA	271677	7.913073245	medium	6.247460012	1	3300017722|Ga0181347_1000002	51.71	80.96	6.37	20.92	1	1
ZJ_WZ_contig_18218173	21496	NA	152319.2756	14.11246207	medium	8.261904672	3	DTR_889467	45.81	26.45	11.60037237	40.66149702	5	1
ZJ_WZ_contig_68704	21496	NA	45700.01802	47.03718058	medium	6.825556852	31	DTR_633843	44.98	51.78	40.1861652	53.71282811	10	1
SD_DY_contig_2967880||full	21493	NA	132845.8179	16.178906	low	14.35300741	5	DTR_714784	34.76	17.23	17.2	51.01	1	1
JS_YC_contig_20126371	21483	NA	62825.12622	34.19491737	low	21.17047385	29	DTR_890409	23.21	16.85	20.24485298	33.2513693	6	1
HN_SY_contig_28698102	21477	NA	41990	51.14789236	medium	7.578690058	1	DTR_261965	50.31	30.98	30.32422369	57.51953131	14	1
FJ_XM_contig_10543621	21472	NA	57156.20941	37.56722186	low	16.08865138	18	DTR_892769	48.63	9.13	30.66829278	43.34686265	4	1
SD_DY_contig_8246807||full	21471	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
JS_LYG_contig_23474218	21470	NA	206239.5621	10.41022381	medium	8.224490706	193	DTR_347039	31.3	23.67	9.663022624	21.62395969	7	1
SD_QD_contig_21296413	21457	NA	63754	33.65592747	medium	6.706881745	1	DTR_104700	38.79	76.81	21.13331283	55.71298093	5	1
SD_DY_contig_9550757	21450	NA	49942.69804	42.94922149	medium	7.505449654	5	DTR_264493	53.05	57.91	30.09749379	57.54833628	5	1
SD_DY_contig_6773114||full	21443	NA	37517.84199	57.15414017	medium	7.423183582	153	DTR_892888	38.92	36.01	45.18372274	63.18330954	11	1
ZJ_WZ_contig_13101330	21443	NA	120210.7688	17.83783618	medium	7.917995983	10	DTR_110462	57.46	67.72	11.77	23.64	1	1
JS_YC_contig_24382331	21431	NA	147843.6864	14.49571539	medium	8.852475396	3	DTR_890627	56.85	15.71	8.641459617	31.2054714	7	1.01
SD_QD_contig_20566417	21430	NA	91365.58644	23.45522076	medium	6.825556852	21	DTR_173662	42.58	50.21	13.39620532	43.30378025	9	1
ZJ_NB_contig_5548846	21421	NA	6547.679695	100	low	11.44290415	4	DTR_130547	38.32	21.92	100	100	1	1
FJ_XM_contig_15340430	21420	NA	80784.48895	26.51499103	medium	8.240486558	8	3300009108|Ga0117920_1000208	44.79	60.63	23.99386429	41.94513182	7	1
ZJ_NB_contig_28548551||full	21416	NA	41249.00911	51.91882294	medium	8.261904672	16	DTR_696604	43.48	25.11	35.83769526	57.15637892	9	1
SD_QD_contig_2131047	21404	NA	57313.05255	37.34576863	high	3.410754963	21	DTR_231143	65.33	31.45	20.89295562	56.1321205	12	1
ZJ_NB_contig_3732210	21387	NA	36982.53724	57.82999652	high	1.560646968	4	DTR_287841	80.44	94.88	35.71864028	61.09291312	8	1
ZJ_NB_contig_9653858	21384	NA	10745.92263	100	low	17.62152176	10	DTR_072401	47	7.61	100	100	1	1.01
ZJ_WZ_contig_19536325	21366	NA	62194.77222	34.35336964	high	3.346812569	28	DTR_629099	63.11	41.74	29.20056488	52.70628196	3	1
SD_QD_contig_4960969	21354	NA	333925.3892	6.39484169	low	12.58938245	10	DTR_587491	45.2	14.7	NA	NA	0	1
SD_DY_contig_8863608||full	21328	NA	220665.7189	9.665298312	low	26.86721147	11	541765	41.9	1.91	17.07	50.62	1	1
GD_ZH_contig_11778498||full	21316	NA	205321.0347	10.38179066	low	16.08865138	13	DTR_325075	49.19	11.81	11.25084178	69.98241621	2	1
JS_YC_contig_16144395	21304	NA	39422.93933	54.03960325	low	13.64999406	86	DTR_228387	42.38	15.16	37.43005072	57.11333033	7	1
SD_DY_contig_26989810	21303	NA	56276.61961	37.85408602	low	26.86721147	5	DTR_095214	40.2	6.06	19.82069565	37.05028986	2	1
JS_YC_contig_21044108	21302	NA	88306.60301	24.12277143	medium	6.90348421	3	DTR_893298	47.77	47.73	11.07926559	41.68994423	4	1
SD_QD_contig_13707264||full	21281	NA	50307	42.3022641	low	27.442762	1	GCA_002989855.1	35.6	1.87	NA	NA	0	1
SD_QD_contig_14814543	21277	NA	61116	34.81412396	medium	7.389383138	1	DTR_891431	46.95	52.95	29.18522012	52.0166537	7	1
ZJ_WZ_contig_9724329	21275	NA	159428.5236	13.34453805	high	2.285919454	2	DTR_889459	65.4	74.27	17	66.62	1	1
JS_YC_contig_13711832	21262	NA	158289.6832	13.43233467	low	12.03871007	74	DTR_291315	36.38	20.37	20.42194444	46.81909722	2	1
GD_ZH_contig_11572141	21260	NA	40279.82552	52.78076488	low	13.64999406	78	DTR_317297	39.21	15.32	29.75271594	69.38670281	9	1
ZJ_WZ_contig_5680003	21260	NA	150245.9926	14.15012782	medium	6.267178616	6	DTR_233849	42.28	66	5.462444223	13.96714516	3	1
ZJ_WZ_contig_9936775	21249	NA	36468.42822	58.26683803	high	4.594582093	143	DTR_892549	32.12	44.4	41.61551241	61.51022279	11	1
ZJ_NB_contig_19145906	21245	NA	58997.94223	36.0097305	high	4.063672585	3	DTR_273368	59.04	44.29	29.99800427	52.02590594	5	1
FJ_XM_contig_10563041	21234	NA	37594.03372	56.48236675	medium	8.496201785	318	DTR_254849	33.2	29.86	28.96759942	60.59418598	8	1
ZJ_NB_contig_23578140	21227	NA	54395.26463	39.02361748	low	14.07032572	37	DTR_308735	73.02	12.09	19.89421503	62.57089386	3	1
ZJ_WZ_contig_5972995||full_1	21222	NA	60245.10941	35.22609587	medium	8.410343366	39	DTR_891431	45.65	40.24	31.68517527	51.08044691	9	1
GD_ZH_contig_13880108	21206	NA	56981.10182	37.21584758	low	17.62152176	2	DTR_183852	45.94	10.55	30.45	69.69	1	1
JS_YC_contig_26664743	21202	NA	209027.023	10.14318613	medium	5.201846209	2	DTR_202280	55.39	45.75	30.76001637	50.92222874	3	1
ZJ_WZ_contig_15212825	21180	NA	88783.30892	23.85583536	low	13.64999406	5	DTR_893355	40.02	13.37	14.70548531	54.13646483	2	1
SD_QD_contig_22417181||full	21174	NA	41863.84154	50.57825374	low	19.91946961	9	DTR_326509	34.52	9.43	NA	NA	0	1
ZJ_WZ_contig_1593342||0_partial	21134	NA	42063.02514	50.24365207	low	16.73083269	143	GCA_903232525.1	31.38	14.46	10.25	49.79	1	1
