,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
HN_SY_bin_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62006511,1.316012062,1.945258093,5.350019787,363.8313337,2.341573637,0.787436769,0.546552504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.114254809,0.234210678,11.3057757,8.056051401,14.76862015,4.32028458,6.912254332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398712855,8.507615995,1.276582809,8.328341986,0.910986483,4.720916731,11.19512327,7.531337812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_231,2.59305245,3.718931863,0,0,2.610005925,0,3.173433426,4.880569532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.16348099,14.12155204,43.53967713,23.3839592,59.33819595,30.84415642,17.9481447,16.12455048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629967164,10.40792872,9.56363645,10.12544294,7.2849996,6.004805631,9.258159297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_234,5.033521101,0.616468805,0.182572112,1.929914583,0.267297192,0.227591367,4.117890156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225411826,26.96770171,0,14.21101765,1.819540087,0.519002151,0.0908309,1.019188464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_235,1.795025845,1.869374853,0.32163226,0.619697169,4.199994386,1.657211472,13.52822838,9.537851054,0.277345333,1.757566153,1.544123273,0.837579465,1.095824801,1.142325041,0.377903371,1.184381079,0,0,0,0,0,0,0,0,4.805618187,5.195730656,3.639589706,2.801065613,1.732780283,5.313133799,0,0,0,0,0,0,0,0,0,0,16.28174721,3.813854733,10.14436383,1.297634554,0.533228171,1.060939895,4.433365648,3.218733321,1.495201757,2.921129275,3.164953455,5.360138588,4.218967147,2.335814177,2.976516988,3.403658013,0,0,0,0,0,0,0,0,6.704026632,6.679402053,6.487616731,9.418628925,6.007575004,6.224535615,9.149118187,7.677407857,0,0,0,0,0,0,0,0,3.190513756,1.927210434,3.239078373,2.267134224,2.482521088,2.741900271,3.076944979,2.172923048,0.225309682,0.483176153,0.997667064,2.460058055,0.09251428,0.390848999,0.203991402,0.231635973
HN_SY_bin_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316917295,0,0,0,43.82593898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_27,0.339370022,0.4283326,0,0,0.801929523,0.357954186,1.25963777,1.218713794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.969909731,0.137448965,2.756198301,0,9.464053509,11.34394313,14.4050742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89402465,4.705071513,25.61337674,12.27927441,47.01946881,5.408363564,22.92645688,90.07712819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52955645,13.60848936,10.52501592,13.34100125,16.85223173,8.542538957,10.56066145,9.998436533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601556261,0.669006246,13.76676183,1.287639464,10.05432873,14.87712104,0.575955758,4.04990906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768748377,4.339853357,1.829199521,9.883452589,6.913023884,2.604403526,1.832770482,11.05063876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421652094,0,5.736608578,22.01126513,7.634878811,1.077353118,2.677590426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822431643,5.361300907,24.45188759,23.84169097,52.20462145,18.1736066,16.57922342,29.72569185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_45,1.317924729,1.780397018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.501849081,2.018720626,6.454996295,5.116147204,13.03971887,8.035978261,8.294814121,2.502223554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869987583,9.100294019,1.571831926,6.689453771,21.5547092,22.60972712,3.616585831,29.55623951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505455773,0.948691064,1.919815415,7.506914103,2.587524274,7.092503123,4.737509414,15.19817821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_50,20.57103664,17.52398364,19.54882619,16.57182634,22.86274764,13.57279683,12.38184526,12.3002431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57733322,30.30647292,16.22028094,13.51639864,7.970448763,7.306873203,22.95795885,25.86828947,0,0.709163118,0,0,0,0,0.489387636,0.268783859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.89583563,1.498847598,11.42618218,6.047130346,19.18002198,7.325425309,2.424247116,1.096347994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.765658266,0.320021629,9.207204531,5.677250048,4.485557851,3.53624459,0.647502896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.62878272,9.015209367,51.88539984,18.52676629,43.87279617,15.17253471,16.27897795,43.64670263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40511168,3.872830844,15.13707412,20.17537538,27.98230333,9.200708539,5.66405393,3.899721784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79270357,11.53182111,10.62667175,7.295785909,2.696435832,14.49959788,8.713399357,0,9.38831294,0.76448051,4.154711205,7.962317342,4.455488123,5.820411814,7.78194734,5.683045992,43.00424902,24.20548682,33.21197763,29.07490119,55.9947743,49.83970682,11.66937198,12.6766455,3.229883271,0,0,0,0,0,0,0,0,0,0,3.361503856,0,0,0,21.58413601,6.497397744,1.681213335,0.914591985,5.021436562,4.040249568,3.25334295,4.822969293,3.566422403,12.60067142,19.20884824,13.95964604,38.94931882,23.70818701,18.5450651,32.37242277,37.28058951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25427374,18.02975612,24.61039683,41.88853875,28.4738938,27.12752304,36.76948562,42.73871057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14016554,20.51494959,18.45812811,12.55159692,1.810945954,26.61835641,8.819784765,0,18.77902354,1.755946361,7.917117151,15.70596497,8.13925482,10.37711008,14.23909926,10.02133081,55.91301584,32.01988185,44.58434456,38.5621034,98.18832839,85.42990724,15.38450044,16.83978027,5.515815856,0,0,0,0,0,0,0,0,0,0,2.050172878,0,0,0,29.87311449,10.23703644,3.113072393,1.589690641,8.012186932,6.677020339,5.866168611,7.610182838,5.801628621,20.63923257,29.76773494,22.06187362,62.77118603,38.89465573,31.56783358,51.59968932,59.25044046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103550582,18.70793787,7.602624742,21.63458676,8.043788248,28.69373643,12.60727678,12.36183469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29617491,5.502456065,11.14927756,8.558875363,0.423734914,3.231514479,1.322739094,5.526088624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.250603268,1.088901547,10.45961319,9.134771964,14.4878471,25.53420535,5.84333245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041508119,0,21.65625676,12.48377811,189.76972,26.55028132,31.65367247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911666087,20.70408884,18.6693114,7.60865535,27.28242966,3.670523905,18.29752902,1.129186579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_67,2.834607936,2.545029517,1.959636846,1.101151608,1.436444153,0.952737342,0.604698762,0.997187672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.64102819,3.530308087,18.38905835,3.797061423,19.22754478,5.822053613,8.277524861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_69,2.710994322,4.606665673,0,0,1.134258814,0,1.353894322,3.212596165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483026001,0.699741447,1.582667266,0,0.060617007,0.010534378,0,0,0,0,0,0,0,0,0,0,50.70540144,10.02036127,32.92046741,6.056619944,42.26072008,13.03443043,3.444860229,3.543629406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159587431,0.554812966,0.284608877,0.186642144,0,0.214348701,0.050380822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.590336109,1.063294636,1.470760217,0.044192832,0.032605856,0.008179402,0,0,0,0,0,0,0,0,0,0,0.362293286,2.949198699,22.08690628,8.98631561,52.215151,31.66931181,4.877551958,8.925165873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49124134,28.64399492,31.41759661,43.55104535,23.30641473,40.46449763,52.41042284,74.3906169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101888945,100.8093642,38.40837909,170.158912,156.6086777,186.3460088,140.8228064,53.3989552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630054055,18.82636499,10.31796807,11.91497987,3.617850567,4.214746307,3.1870047,1.311035774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56514956,0.356048819,20.95531244,2.083077648,15.32981947,4.327225851,0.013137611,11.47996607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245211722,0.172216618,1.446669892,8.2414538,8.133722386,0.899816,10.15522161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46420259,1.609404352,7.008755907,5.26304835,4.300016124,0.425542973,3.703704271,9.902388296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.1605852,17.02748872,24.65605279,17.05185508,232.6736163,9.341143951,2.161873734,6.650719385,0,0,0,0,0,0.076005444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.63626851,14.6715209,44.09625205,45.62236291,29.70849851,41.41899453,18.45665325,23.24317862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_82,8.861603213,10.370105,4.531422897,5.290525104,8.953923261,5.22762675,11.39512332,12.3185317,0,0,0,0,0,0,0,0,0,3.132350021,0,0,0,0,0,0,2.525552534,3.104063697,2.952809955,1.454090317,1.507024548,4.053250788,0.869790876,0,0.463458725,0,0.229967282,0.178971698,0.194739775,0.268046677,0.283938353,0.094634992,108.8820779,12.54719974,63.37829837,14.12668632,21.39786731,20.90580982,11.73930736,61.3443493,0.658490599,0.234416097,0.127797168,0,0,0,0,0,1.62515101,1.358876841,1.672237393,1.010362683,2.54581996,2.562756296,1.540889911,0.922756179,9.971430127,6.832373744,9.374636241,3.768361174,6.047552561,5.856040401,10.08536031,8.668439774,1.092265203,0.905015383,1.134276731,0.814238016,1.106255071,1.308277991,0.866347627,0.994473318,0,0,0,0,0,0,0,0,1.223598402,2.7899766,3.408882833,0.631054642,1.747547537,1.731549114,1.679043297,1.422816686
HN_SY_bin_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494234402,51.77251955,11.24245944,61.46077305,39.09969117,51.62515994,28.44057324,51.75890523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73491179,6.100218971,28.86343009,34.07382594,48.0914685,12.30420283,3.968032919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387794111,59.60630109,5.327523268,15.88709933,1.92130721,8.114465659,52.20125284,43.26206224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319996683,0.400598038,0.630839912,0.393397239,0.457149132,0.091708719,0.151628941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_92,3.672983362,3.066862385,2.245450658,1.406468273,0.934723105,0.92655332,0.505175021,0.862971839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.114796683,1.707890089,8.583089713,1.247683728,4.517046115,10.8633671,12.7108859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_95,26.04671376,20.65523229,13.74691964,12.54643643,17.09165959,10.08538763,8.940618047,9.858885319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.53805409,421.8088036,193.3390081,335.0613513,447.548949,458.6476601,309.1364062,443.5124465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_bin_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914390174,39.70040751,0,0,1.776667531,0,0.720875762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
